Date,Peak Wind Gust kmh,Mid Wind Gust kmh,Valley Wind Gust kmh,Peak Wind Speed kmh,Mid Wind Speed kmh,Valley Wind Speed kmh,Min Peak Temp,Max Peak Temp,Peak Feels Like,Mid Min Temp,Mid Max Temp,Mid Feels Like,Valley Min Temp,Valley Max Temp,Valley Feels Like,Inversion,Peak Weather2,Peak Weather5,Mid Weather2,Mid Weather5,Valley Weather2,Valley Weather5,Peak Rain mm,Mid Rain mm,Valley Rain mm,Peak Snow cm,Mid Snow cm,Valley Snow cm,Thunder Chance,Thunder,Total Peak Loss cm,Peak Wind Loss cm,Peak Snow depth cm,Total Mid Loss cm,Mid Wind Loss cm,Mid Snow depth cm,Total base Loss cm,Base Wind Loss cm,Base Snow depth cm,Wind Dir,Ranger Snow Cm,Ranger Snow depth cm,Ranger Rainfall,Arena snow,Arena Snow depth cm,Arena Rainfall
19/06/2027,0,0,0,0,0,0,12,15,12,14,19,14,17,20,17,,Rain,Mod Rain,Rain,Mod Rain,Rain,Heavy Rain,13,20,25,0,0,0,0,,58,0,0,127,0,0,132,0,0,E,0,0,14,0,0,8
20/06/2027,0,0,0,0,0,0,12,16,12,14,19,14,17,18,17,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,10,2,8,0,0,0,0,,69,0,0,71,0,0,166,0,0,E,0,0,2,0,0,2
21/06/2027,0,0,0,0,0,0,12,12,12,14,26,14,22,25,22,,Rain,Heavy Rain,Partly Cloudy,,Partly Cloudy,,21,0,0,0,0,0,0,,69,0,0,85,0,0,151,0,0,SE,0,0,0,0,0,0
22/06/2027,0,0,0,0,0,0,12,16,12,14,20,14,17,17,17,,Rain,Mod Rain,Rain,Rain Showers,Rain,Mod Rain,12,10,20,0,0,0,0,,93,0,0,127,0,0,100,0,0,SE,0,0,3,0,0,6
23/06/2027,0,0,0,0,0,0,10,12,10,12,19,12,15,16,15,,Rain,Mod Rain,Rain,Rain Showers,Rain,Rain Showers,11,9,3,0,0,0,0,,29,0,0,49,0,0,102,0,0,SE,0,0,0,0,0,1
24/06/2027,0,0,0,0,0,0,12,13,12,14,21,14,17,17,17,,Rain,Heavy Rain,Rain,Heavy Rain,Rain,Heavy Rain,22,24,24,0,0,0,0,,58,0,0,128,0,0,83,0,0,SE,0,0,13,0,0,9
25/06/2027,0,0,0,0,0,0,11,13,11,13,19,13,16,18,16,,Rain,Mod Rain,Rain,Heavy Rain,Rain,Mod Rain,13,21,20,0,0,0,0,,64,0,0,119,0,0,63,0,0,SE,0,0,11,0,0,4
26/06/2027,0,0,0,0,0,0,10,14,10,12,20,12,20,20,20,,Rain,Rain Showers,Partly Cloudy,,Partly Cloudy,,2,0,0,0,0,0,0,,77,0,0,110,0,0,79,0,0,SE,0,0,0,0,0,0
27/06/2027,1,0,0,1,0,0,13,15,13,18,24,18,23,23,23,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,0,,5,0,0,9,0,0,2,0,0,S,0,0,0,0,0,0
28/06/2027,0,0,0,0,0,0,11,15,11,13,21,13,21,24,21,,Rain,Rain Showers,Sunny,,Sunny,,1,0,0,0,0,0,0,,43,0,0,93,0,0,207,0,0,S,0,0,0,0,0,0
29/06/2027,1,1,0,1,0,0,10,13,10,12,24,12,20,20,20,,Rain,Rain Showers,Partly Cloudy,,Partly Cloudy,,10,0,0,0,0,0,0,,29,0,0,24,0,0,79,0,0,S,0,0,0,0,0,0
30/06/2027,0,0,0,0,0,0,11,13,11,13,17,13,16,19,16,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,2,5,3,0,0,0,0,,75,0,0,119,0,0,63,0,0,S,0,0,1,0,0,1
01/07/2027,0,0,0,0,0,0,10,13,10,15,20,15,20,23,20,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,0,,6,0,0,8,0,0,4,0,0,S,0,0,0,0,0,0
02/07/2027,0,0,0,0,0,0,8,14,8,13,16,13,18,27,18,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,0,,5,0,0,8,0,0,5,0,0,S,0,0,0,0,0,0
03/07/2027,1,1,0,1,1,0,11,11,11,13,17,13,16,20,16,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,9,8,9,0,0,0,0,,32,0,0,79,0,0,141,0,0,SE,0,0,4,0,0,3
04/07/2027,1,0,0,1,0,0,13,13,13,15,22,15,18,18,18,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,1,1,2,0,0,0,0,,38,0,0,122,0,0,71,0,0,SE,0,0,0,0,0,1
05/07/2027,2,1,1,1,1,0,14,17,14,16,19,16,19,21,19,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,3,5,5,0,0,0,0,,55,0,0,146,0,0,112,0,0,SE,0,0,3,0,0,1
06/07/2027,1,1,0,1,1,0,13,15,13,15,27,15,23,27,23,,Rain,Rain Showers,Sunny,,Sunny,,4,0,0,0,0,0,0,,101,0,0,122,0,0,114,0,0,SE,0,0,0,0,0,0
07/07/2027,0,0,0,0,0,0,14,17,14,19,21,19,24,29,24,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,84,Thunder,8,0,0,3,0,0,4,0,0,SE,0,0,0,0,0,0
08/07/2027,1,1,0,1,0,0,14,19,14,19,24,19,24,27,24,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,54,,5,0,0,6,0,0,5,0,0,S,0,0,0,0,0,0
09/07/2027,0,0,0,0,0,0,11,13,11,13,17,13,16,18,16,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,1,3,4,0,0,0,0,,74,0,0,92,0,0,63,0,0,S,0,0,1,0,0,1
10/07/2027,2,2,1,1,0,0,17,18,17,19,26,19,22,23,22,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,4,2,4,0,0,0,0,,50,0,0,77,0,0,216,0,0,S,0,0,2,0,0,1
11/07/2027,0,0,0,0,0,0,15,18,15,12,19,12,10,15,10,Yes,Sunny,,Sunny,,Fog,,0,0,0,0,0,0,47,,7,0,0,9,0,0,4,0,0,S,0,0,0,0,0,0
12/07/2027,0,0,0,0,0,0,16,18,16,18,26,18,26,29,26,,Rain,Rain Showers,Sunny,,Sunny,,5,0,0,0,0,0,0,,125,0,0,127,0,0,179,0,0,S,0,0,0,0,0,0
13/07/2027,0,0,0,0,0,0,8,10,8,10,16,10,13,15,13,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,1,4,1,0,0,0,0,,30,0,0,30,0,0,50,0,0,S,0,0,1,0,0,0
14/07/2027,0,0,0,0,0,0,11,15,11,16,21,16,21,26,21,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,40,,6,0,0,10,0,0,2,0,0,S,0,0,0,0,0,0
15/07/2027,0,0,0,0,0,0,10,10,10,13,19,13,16,18,16,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,3,5,3,0,0,0,0,,74,0,0,65,0,0,109,0,0,S,0,0,1,0,0,1
16/07/2027,1,1,0,1,1,0,13,17,13,16,26,16,24,27,24,,Rain,Rain Showers,Sunny,,Sunny,,3,0,0,0,0,0,0,,54,0,0,144,0,0,188,0,0,S,0,0,0,0,0,0
17/07/2027,0,0,0,0,0,0,12,16,12,15,17,15,17,19,17,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,2,4,4,0,0,0,0,,75,0,0,45,0,0,87,0,0,SE,0,0,1,0,0,1
18/07/2027,0,0,0,0,0,0,9,12,9,12,14,12,14,17,14,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,3,2,1,0,0,0,0,,47,0,0,108,0,0,101,0,0,SE,0,0,1,0,0,0
19/07/2027,3,2,1,3,2,1,8,8,8,11,16,11,13,14,13,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,5,4,4,0,0,0,0,,25,0,0,88,0,0,67,0,0,S,0,0,1,0,0,2
20/07/2027,0,0,0,0,0,0,10,13,10,13,15,13,15,18,15,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,4,1,5,0,0,0,0,,72,0,0,129,0,0,62,0,0,S,0,0,3,0,0,1
21/07/2027,7,4,2,4,2,1,9,13,9,12,18,12,14,18,14,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,2,4,4,0,0,0,0,,38,1,0,48,0,0,144,0,0,S,0,0,3,0,0,1
22/07/2027,1,1,0,1,1,0,10,13,10,13,17,13,15,19,15,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,9,3,5,0,0,0,0,,72,0,0,103,0,0,122,0,0,S,0,0,1,0,0,2
23/07/2027,6,4,2,4,2,1,8,10,8,11,17,11,13,16,13,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,3,3,1,0,0,0,0,,26,1,0,87,0,0,53,0,0,S,0,0,1,0,0,0
24/07/2027,8,6,4,3,2,1,14,14,14,17,19,17,19,22,19,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,1,3,2,0,0,0,0,,115,1,0,101,0,0,173,0,0,S,0,0,1,0,0,1
25/07/2027,2,1,1,2,1,1,13,15,13,18,23,18,23,25,23,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,0,,3,0,0,6,0,0,9,0,0,S,0,0,0,0,0,0
26/07/2027,2,1,1,2,1,1,11,14,11,14,16,14,16,20,16,,Rain,Heavy Rain,Rain,Mod Rain,Rain,Mod Rain,25,19,16,0,0,0,0,,56,0,0,41,0,0,113,0,0,S,0,0,9,0,0,2
27/07/2027,0,0,0,0,0,0,10,10,10,15,24,15,20,24,20,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,0,,4,0,0,3,0,0,10,0,0,S,0,0,0,0,0,0
28/07/2027,1,0,0,1,0,0,10,11,10,15,24,15,20,21,20,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,0,,3,0,0,3,0,0,7,0,0,S,0,0,0,0,0,0
29/07/2027,7,4,2,4,2,1,13,16,13,15,19,15,18,19,18,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,5,1,5,0,0,0,0,,53,1,0,124,0,0,162,0,0,S,0,0,1,0,0,1
30/07/2027,2,1,1,2,1,1,11,12,11,13,20,13,16,17,16,,Rain,Mod Rain,Rain,Heavy Rain,Rain,Mod Rain,16,22,14,0,0,0,0,,66,0,0,40,0,0,96,0,0,S,0,0,2,0,0,5
31/07/2027,0,0,0,0,0,0,10,13,10,15,20,15,20,21,20,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,0,,4,0,0,9,0,0,4,0,0,S,0,0,0,0,0,0
01/08/2027,0,0,0,0,0,0,12,15,12,10,14,10,7,16,7,Yes,Sunny,,Sunny,,Fog,,0,0,0,0,0,0,97,Thunder,6,0,0,5,0,0,7,0,0,SE,0,0,0,0,0,0
02/08/2027,16,9,4,13,7,4,14,17,12,16,28,16,24,26,24,,Rain,Rain Showers,Sunny,,Sunny,,4,0,0,0,0,0,0,,71,1,0,33,1,0,192,1,0,S,0,0,0,0,0,0
03/08/2027,4,2,1,4,2,1,12,13,12,17,22,17,22,26,22,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,0,,4,0,0,5,0,0,3,0,0,S,0,0,0,0,0,0
04/08/2027,0,0,0,0,0,0,10,10,10,15,21,15,20,21,20,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,0,,5,0,0,6,0,0,7,0,0,S,0,0,0,0,0,0
05/08/2027,5,3,2,5,3,2,11,14,10,13,25,13,21,23,21,,Rain,Rain Showers,Partly Cloudy,,Partly Cloudy,,8,0,0,0,0,0,0,,75,0,0,119,0,0,207,0,0,SW,0,0,0,0,0,0
06/08/2027,21,12,6,13,8,4,9,10,6,11,17,10,14,15,14,,Rain,Heavy Rain,Rain,Mod Rain,Rain,Heavy Rain,23,19,21,0,0,0,0,,61,1,0,56,1,0,109,1,0,S,0,0,10,0,0,3
07/08/2027,24,14,7,11,7,4,11,13,10,17,22,16,21,29,21,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,37,,7,2,0,6,0,0,10,1,0,S,0,0,0,0,0,0
08/08/2027,18,13,9,9,6,4,11,13,10,16,22,16,21,23,21,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,0,,5,1,0,9,0,0,9,0,0,S,0,0,0,0,0,0
09/08/2027,1,0,0,1,0,0,11,15,11,14,17,14,16,19,16,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,5,2,4,0,0,0,0,,90,0,0,82,0,0,97,0,0,SE,0,0,2,0,0,1
10/08/2027,6,3,2,6,3,2,12,13,11,15,23,15,22,26,22,,Rain,Rain Showers,Sunny,,Sunny,,3,0,0,0,0,0,0,,73,0,0,103,0,0,89,0,0,S,0,0,0,0,0,0
11/08/2027,0,0,0,0,0,0,9,10,9,14,19,14,19,23,19,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,0,,5,0,0,5,0,0,4,0,0,S,0,0,0,0,0,0
12/08/2027,19,12,7,15,9,5,11,15,8,13,17,12,16,17,16,,Rain,Mod Rain,Rain,Heavy Rain,Rain,Mod Rain,20,23,14,0,0,0,0,,67,1,0,27,1,0,64,1,0,S,0,0,3,0,0,5
13/08/2027,12,7,4,12,7,4,5,7,1,7,19,6,15,17,15,,Rain,Rain Showers,Sunny,,Sunny,,5,0,0,0,0,0,0,,34,1,0,52,0,0,60,1,0,S,0,0,0,0,0,0
14/08/2027,7,5,3,7,5,3,8,10,6,10,16,10,13,14,13,,Rain,Heavy Rain,Rain,Rain Showers,Rain,Heavy Rain,23,6,25,0,0,0,0,,23,0,0,41,0,0,64,0,0,S,0,0,11,0,0,10
15/08/2027,16,9,4,12,7,4,5,7,1,7,14,5,10,11,10,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,5,3,5,0,0,0,0,,19,1,0,57,0,0,39,1,0,S,0,0,2,0,0,1
16/08/2027,35,22,13,9,6,3,9,10,8,12,18,11,14,15,14,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,3,2,5,0,0,0,0,,31,2,0,120,0,0,73,0,0,S,0,0,4,0,0,2
17/08/2027,12,7,3,5,3,1,8,12,8,11,17,11,13,15,13,,Rain,Rain Showers,Rain,Rain Showers,Rain,Mod Rain,9,7,13,0,0,0,0,,42,1,0,65,0,0,93,0,0,S,0,0,7,0,0,5
18/08/2027,5,3,2,5,3,2,8,8,7,11,21,11,18,20,18,,Rain,Rain Showers,Sunny,,Sunny,,3,0,0,0,0,0,0,,49,0,0,64,0,0,146,0,0,S,0,0,0,0,0,0
19/08/2027,3,2,1,3,2,1,5,6,5,8,10,8,10,11,10,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,4,1,5,0,0,0,0,,30,0,0,53,0,0,80,0,0,S,0,0,2,0,0,2
20/08/2027,3,2,1,3,2,1,12,14,12,17,21,17,22,29,22,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,15,,6,0,0,8,0,0,5,0,0,SW,0,0,0,0,0,0
21/08/2027,7,4,2,7,4,2,3,6,0,5,8,5,8,11,8,,Sleet,Sleet Showers,Rain,Rain Showers,Rain,Rain Showers,5,1,4,0,0,0,0,,20,1,0,43,0,0,78,0,0,SW,0,0,1,0,0,0
22/08/2027,0,0,0,0,0,0,7,8,7,9,16,9,12,12,12,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,4,1,2,0,0,0,0,,33,0,0,73,0,0,58,0,0,SW,0,0,1,0,0,1
23/08/2027,2,1,1,2,1,1,3,4,3,6,9,6,8,11,8,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,5,2,4,0,0,0,0,,21,0,0,30,0,0,51,0,0,SW,0,0,1,0,0,1
24/08/2027,24,15,8,18,10,5,4,4,0,7,17,4,14,14,14,,Rain,Rain Showers,Sunny,,Sunny,,5,0,0,0,0,0,0,,28,2,0,49,1,0,145,1,0,SW,0,0,0,0,0,0
25/08/2027,24,13,6,20,12,6,6,10,2,11,18,9,16,25,16,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,0,,6,2,0,6,1,0,5,1,0,SW,0,0,0,0,0,0
26/08/2027,13,7,4,13,7,4,6,7,3,9,11,7,11,14,11,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,3,1,1,0,0,0,0,,25,1,0,86,1,0,111,1,0,SW,0,0,0,0,0,0
27/08/2027,3,2,1,3,2,1,6,10,6,8,19,8,16,20,16,,Rain,Rain Showers,Sunny,,Sunny,,1,0,0,0,0,0,0,,24,0,0,76,0,0,64,0,0,S,0,0,0,0,0,0
28/08/2027,15,9,5,15,9,5,6,9,2,8,11,6,11,11,11,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,4,2,4,0,0,0,0,,30,1,0,75,1,0,98,1,0,S,0,0,1,0,0,1
29/08/2027,4,2,1,4,2,1,5,8,5,7,15,7,15,18,15,,Rain,Mod Rain,Partly Cloudy,,Partly Cloudy,,15,0,0,0,0,0,0,,23,0,0,14,0,0,74,0,0,S,0,0,0,0,0,0
30/08/2027,45,25,11,18,10,6,7,11,4,13,22,11,18,20,18,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,0,,10,3,0,11,1,0,5,1,0,SW,0,0,0,0,0,0
31/08/2027,37,24,16,14,9,5,9,11,7,12,19,11,19,22,20,,Rain,Rain Showers,Sunny,,Sunny,,2,0,0,0,0,0,0,,30,3,0,107,1,0,136,1,0,S,0,0,0,0,0,0
01/09/2027,1,0,0,1,0,0,6,9,6,9,13,9,11,11,11,,Rain,Heavy Rain,Rain,Heavy Rain,Rain,Mod Rain,24,24,14,0,0,0,0,,37,0,0,35,0,0,89,0,0,S,0,0,5,0,0,3
02/09/2027,4,3,2,4,3,2,7,10,7,10,12,10,12,15,12,,Rain,Mod Rain,Rain,Mod Rain,Rain,Rain Showers,15,13,8,0,0,0,0,,49,0,0,29,0,0,84,0,0,S,0,0,6,0,0,3
03/09/2027,30,17,9,17,10,5,9,11,6,11,23,10,19,21,19,,Rain,Rain Showers,Sunny,,Sunny,,4,0,0,0,0,0,0,,46,2,0,92,1,0,152,1,0,S,0,0,0,0,0,0
04/09/2027,6,3,1,6,3,1,5,7,3,7,15,7,15,16,15,,Rain,Mod Rain,Partly Cloudy,,Partly Cloudy,,17,0,0,0,0,0,0,,33,0,0,29,0,0,59,0,0,S,0,0,0,0,0,0
05/09/2027,1,0,0,1,0,0,5,5,5,11,17,11,16,18,16,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,0,,7,0,0,10,0,0,6,0,0,S,0,0,0,0,0,0
06/09/2027,18,11,6,15,9,5,5,9,2,10,16,9,15,15,15,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,0,,7,1,0,7,1,0,3,1,0,S,0,0,0,0,0,0
07/09/2027,45,26,13,13,8,4,2,2,-2,7,13,5,12,16,12,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,0,,10,3,0,3,1,0,7,1,0,S,0,0,0,0,0,0
08/09/2027,18,10,5,7,4,2,4,7,2,9,11,9,14,20,14,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,0,,4,1,0,3,0,0,10,0,0,S,0,0,0,0,0,0
09/09/2027,0,0,0,0,0,0,3,6,3,8,15,8,13,17,13,,Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,0,,8,0,0,9,0,0,10,0,0,S,0,0,0,0,0,0
10/09/2027,8,5,3,7,4,2,2,5,-1,4,8,4,7,7,7,,Sleet,Sleet Showers,Rain,Mod Rain,Rain,Rain Showers,8,13,7,0,0,0,0,,14,1,0,22,0,0,27,0,0,S,0,0,2,0,0,3
11/09/2027,16,11,7,6,4,2,3,4,0,8,17,8,13,14,13,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,0,,6,1,0,4,0,0,10,0,0,S,0,0,0,0,0,0
12/09/2027,0,0,0,0,0,0,3,3,3,8,16,8,13,16,13,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,0,,7,0,0,2,0,0,3,0,0,S,0,0,0,0,0,0
13/09/2027,4,2,1,4,2,1,3,6,3,6,8,6,8,8,8,,Rain,Mod Rain,Rain,Rain Showers,Rain,Mod Rain,11,6,13,0,0,0,0,,11,0,0,24,0,0,34,0,0,S,0,0,5,0,0,5
14/09/2027,5,3,1,5,3,1,2,4,2,5,8,5,7,10,7,,Sleet,Sleet Showers,Rain,Rain Showers,Rain,Rain Showers,22,9,8,0,0,0,0,,19,0,0,15,0,0,66,0,0,SW,0,0,3,0,0,3
15/09/2027,14,8,4,11,7,4,3,4,0,8,16,7,13,16,13,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,0,,4,1,0,7,0,0,6,1,0,S,0,0,0,0,0,0
16/09/2027,2,1,1,2,1,1,4,4,4,9,16,9,14,16,14,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,0,,3,0,0,3,0,0,9,0,0,S,0,0,0,0,0,0
17/09/2027,1,0,0,1,0,0,2,3,2,5,10,5,7,8,7,,Sleet,Sleet Showers,Rain,Mod Rain,Rain,Mod Rain,19,12,11,0,0,0,0,,8,0,0,36,0,0,63,0,0,SE,0,0,3,0,0,3
18/09/2027,27,15,8,13,8,4,2,4,-2,7,16,5,12,14,12,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,0,,9,2,0,9,1,0,7,1,0,SE,0,0,0,0,0,0
19/09/2027,14,8,4,14,8,4,1,5,-4,3,15,1,11,15,11,,Sleet,Sleet Showers,Sunny,,Sunny,,2,0,0,0,0,0,0,,6,1,0,10,1,0,76,1,0,S,0,0,0,0,0,0
20/09/2027,17,12,8,16,10,6,0,0,-6,2,8,-1,5,6,3,,Snow,Mod Snow,Sleet,Sleet Showers,Rain,Rain Showers,0,7,7,20,0,0,0,,1,1,19,18,1,0,24,1,0,S,0,0,1,0,0,3
21/09/2027,1,1,0,1,1,0,3,4,3,5,11,5,8,11,8,,Sleet,Sleet Showers,Rain,Rain Showers,Rain,Rain Showers,1,2,2,0,0,0,0,,20,0,0,10,0,0,38,0,0,SW,0,0,1,0,0,1
22/09/2027,7,4,2,7,4,2,1,3,-1,4,9,4,6,8,6,,Sleet,Sleet Showers,Rain,Mod Rain,Rain,Rain Showers,8,15,8,0,0,0,0,,9,1,0,12,0,0,52,0,0,SW,0,0,4,0,0,1
23/09/2027,13,9,6,13,9,6,-1,0,-5,2,4,-1,4,6,2,,Snow,Mod Snow,Sleet,Sleet Showers,Rain,Heavy Rain,0,11,23,17,0,0,0,,1,1,16,10,1,0,27,1,0,SW,0,0,3,0,0,5
24/09/2027,10,6,3,10,6,3,-3,-3,-7,0,8,-3,7,10,7,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,4,0,0,0,,1,1,19,0,0,0,73,0,0,SW,0,0,0,0,0,0
25/09/2027,62,36,18,33,19,10,4,4,-2,7,16,3,14,17,13,,Rain,Rain Showers,Sunny,,Sunny,,3,0,0,0,0,0,0,,25,4,0,34,1,0,58,1,0,SW,0,0,0,0,0,0
26/09/2027,3,2,1,3,2,1,2,5,2,4,9,4,7,9,7,,Sleet,Sleet Showers,Rain,Rain Showers,Rain,Rain Showers,10,5,10,0,0,0,0,,10,0,0,18,0,0,56,0,0,S,0,0,2,0,0,3
27/09/2027,3,2,1,3,2,1,0,0,0,2,9,2,5,9,5,,Snow,Light Snow,Sleet,Sleet Showers,Rain,Mod Rain,0,10,12,10,0,0,0,,0,0,10,14,0,0,20,0,0,S,0,0,6,0,0,1
28/09/2027,18,11,6,18,11,6,0,2,-6,2,6,-1,5,8,3,,Snow,Light Snow,Sleet,Sleet Showers,Rain,Rain Showers,0,15,4,9,0,0,0,,1,1,18,14,1,0,48,1,0,SW,0,0,1,0,0,1
29/09/2027,30,18,10,22,14,8,-3,-3,-10,-1,2,-6,2,2,-1,,Snow,Snow Showers,Snow,Snow Showers,Sleet,Sleet Showers,0,0,4,1,1,0,0,,2,2,16,1,1,0,15,1,0,SW,0,0,1,0,0,1
30/09/2027,102,61,33,18,11,6,-3,-2,-9,0,10,-4,7,9,6,,Snow,Snow Showers,Partly Cloudy,,Partly Cloudy,,0,0,0,5,0,0,0,,7,7,0,1,1,0,31,1,0,SW,0,0,0,0,0,0
01/10/2027,10,6,3,10,6,3,0,0,-4,3,8,1,5,6,5,,Sleet,Sleet Showers,Sleet,Sleet Showers,Rain,Rain Showers,5,4,4,0,0,0,0,,2,1,0,15,0,0,22,0,0,SW,0,0,3,0,0,1
02/10/2027,0,0,0,0,0,0,-3,0,-3,2,7,2,7,9,7,,Cloudy,,Sunny,,Sunny,,0,0,0,0,0,0,0,,0,0,0,10,0,0,6,0,0,SW,0,0,0,0,0,0
03/10/2027,5,3,2,5,3,2,2,5,0,5,10,5,7,8,7,,Sleet,Sleet Showers,Rain,Rain Showers,Rain,Rain Showers,1,5,3,0,0,0,0,,13,0,0,9,0,0,50,0,0,SW,0,0,1,0,0,1
04/10/2027,8,6,4,8,6,4,-6,-4,-11,-1,3,-4,4,12,4,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,0,,15,1,0,5,0,0,6,1,0,SW,0,0,0,0,0,0
05/10/2027,1,0,0,1,0,0,-2,-1,-2,0,5,0,3,7,3,,Snow,Snow Showers,Sleet,Sleet Showers,Sleet,Sleet Showers,0,4,2,1,0,0,0,,0,0,1,3,0,0,20,0,0,SW,0,0,1,0,0,1
06/10/2027,0,0,0,0,0,0,3,6,3,5,16,5,13,16,13,,Sleet,Sleet Showers,Sunny,,Sunny,,1,0,0,0,0,0,0,,16,0,0,52,0,0,89,0,0,W,0,0,0,0,0,0
07/10/2027,64,36,17,32,19,11,-7,-1,-17,-2,0,-9,3,11,-1,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,0,,11,4,0,4,1,0,10,1,0,SW,0,0,0,0,0,0
08/10/2027,72,46,29,30,18,10,-2,5,-9,3,7,-1,8,15,6,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,0,,8,5,0,9,1,0,11,1,0,SW,0,0,0,0,0,0
09/10/2027,14,8,4,14,8,4,-8,-5,-14,-5,-2,-9,-3,-1,-3,,Snow,Snow Showers,Snow,Snow Showers,Snow,Light Snow,0,0,0,5,4,6,0,,1,1,4,1,1,4,1,1,6,W,6,5,0,8,7,0
10/10/2027,26,16,8,26,16,8,-2,-2,-9,1,11,-4,8,9,6,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,5,0,0,0,,2,2,7,6,1,0,66,1,0,W,0,0,0,0,0,0
11/10/2027,47,28,15,34,20,11,-3,-3,-11,0,6,-6,2,6,-2,,Snow,Snow Showers,Snow,Snow Showers,Sleet,Sleet Showers,0,0,5,1,1,0,0,,3,3,5,1,1,0,18,2,0,SW,0,0,2,0,0,1
12/10/2027,2,1,1,2,1,1,-5,-2,-5,-3,4,-3,0,2,0,,Snow,Snow Showers,Snow,Light Snow,Snow,Light Snow,0,0,0,5,6,6,0,,0,0,10,0,0,6,0,0,6,SW,5,5,0,7,7,0
13/10/2027,1,1,0,1,1,0,-2,-1,-2,0,7,0,3,4,3,,Snow,Snow Showers,Sleet,Sleet Showers,Sleet,Sleet Showers,0,4,2,3,0,0,0,,0,0,13,2,0,4,24,0,0,SW,0,0,1,0,0,0
