Day,Date,Peak_Wind_Gust_kmh,Mid_Wind_Gust_kmh,Valley_Wind_Gust_kmh,Peak_Wind_Speed_kmh,Mid_Wind_Speed_kmh,Valley_Wind_Speed_kmh,Peak_Min_Temp,Peak_Max_Temp,Peak_Feels_Like,Mid_Min_Temp,Mid_Max_Temp,Mid_Feels_Like,Valley_Min_Temp,Valley_Max_Temp,Valley_Feels_Like,Inversion,Peak_Weather2,Peak_Weather5,Mid_Weather2,Mid_Weather5,Valley_Weather2,Valley_Weather5,Peak_Rain_mm,Mid_Rain_mm,Valley_Rain_mm,Peak_Snow_cm,Mid_Snow_cm,Valley_Snow_cm,Thunder,Peak_Snow_depth_cm,Mid_Snow_depth_cm,Base_Snow_depth_cm,
2120,19/04/2020,0,0,0,0,0,0,-3,4,3,2,9,8,7,13,13,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,218,116,100,
2121,20/04/2020,1,1,0,1,1,0,-5,-3,-4,-3,0,0,0,1,4,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,1,1,1,,219,117,101,
2122,21/04/2020,0,0,0,0,0,0,-7,-3,1,-2,5,6,3,6,10,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,211,108,93,
2123,22/04/2020,9,5,3,7,4,2,-7,-1,-11,-1,5,-3,3,11,4,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,207,100,87,
2124,23/04/2020,14,9,6,6,4,2,-4,3,-9,1,4,-2,6,10,5,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,197,91,80,
2125,24/04/2020,7,5,3,4,2,1,-3,-2,-6,0,7,-2,7,9,7,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,3,0,0,,200,93,52,
2126,25/04/2020,0,0,0,0,0,0,-6,-1,-2,-1,5,4,4,13,9,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,190,86,45,
2127,26/04/2020,5,3,2,4,2,1,0,5,-1,6,10,6,11,16,12,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,179,79,39,
2128,27/04/2020,11,7,3,4,2,1,3,7,0,8,10,7,13,19,13,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,177,77,37,
2129,28/04/2020,0,0,0,0,0,0,-5,2,1,0,4,6,5,13,11,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,167,69,29,
2130,29/04/2020,3,2,1,3,2,1,0,4,0,5,7,6,10,15,12,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,159,61,22,
2131,30/04/2020,1,1,0,1,1,0,1,4,2,3,6,6,6,7,9,,Sleet,Sleet Showers,Rain,Rain Showers,Rain,Rain Showers,0,1,2,0,0,0,,157,40,0,
2132,01/05/2020,9,5,2,5,3,2,0,1,-3,2,6,1,5,6,5,,Snow,Snow Showers,Sleet,Sleet Showers,Rain,Rain Showers,0,0,4,1,0,0,,157,32,0,
2133,02/05/2020,0,0,0,0,0,0,5,12,8,10,16,14,15,23,19,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,153,25,0,
2134,03/05/2020,3,2,1,3,2,1,-1,2,-1,2,10,3,9,9,12,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,3,0,0,,156,10,0,
2135,04/05/2020,4,2,1,4,2,1,7,14,6,12,18,13,17,21,19,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,147,8,0,
2136,05/05/2020,6,3,1,4,2,1,4,10,3,9,14,9,14,20,16,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,141,5,0,
2137,06/05/2020,11,7,5,3,2,1,6,6,4,9,20,8,16,18,17,,Rain,Rain Showers,Sunny,,Sunny,,1,0,0,0,0,0,,134,0,0,
2138,07/05/2020,2,1,0,2,1,0,1,3,2,4,10,6,6,6,9,,Sleet,Sleet Showers,Rain,Rain Showers,Rain,Rain Showers,0,5,2,0,0,0,,128,0,0,
2139,08/05/2020,1,1,0,1,1,0,7,11,9,10,15,13,12,12,16,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,2,4,4,0,0,0,,121,0,0,
2140,09/05/2020,6,3,1,2,1,1,5,12,4,11,18,11,16,20,17,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,115,0,0,
2141,10/05/2020,0,0,0,0,0,0,6,6,8,8,14,11,11,13,14,,Rain,Rain Showers,Rain,Mod Rain,Rain,Rain Showers,2,14,1,0,0,0,,104,0,0,
2142,11/05/2020,0,0,0,0,0,0,0,3,5,2,7,8,5,7,10,,Snow,Snow Showers,Sleet,Sleet Showers,Rain,Rain Showers,0,0,5,1,0,0,,105,0,0,
2143,12/05/2020,2,1,1,1,1,0,4,4,5,6,11,8,9,10,11,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,1,4,1,0,0,0,,97,0,0,
2144,13/05/2020,1,1,0,1,1,0,3,4,5,6,8,8,8,10,11,,Sleet,Sleet Showers,Rain,Mod Rain,Rain,Mod Rain,0,19,11,0,0,0,,91,0,0,
2145,14/05/2020,1,1,0,1,1,0,5,7,7,8,10,10,10,13,13,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,3,3,1,0,0,0,,76,0,0,
2146,15/05/2020,3,2,1,1,0,0,7,11,8,12,19,14,17,20,19,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,71,0,0,
2147,16/05/2020,0,0,0,0,0,0,3,5,11,8,13,15,13,15,19,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,70,0,0,
2148,17/05/2020,1,0,0,0,0,0,5,7,8,11,16,13,15,17,18,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,64,0,0,
2149,18/05/2020,1,0,0,0,0,0,7,7,10,10,12,13,12,14,16,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,4,3,5,0,0,0,,35,0,0,
2150,19/05/2020,0,0,0,0,0,0,4,5,10,7,19,13,15,17,19,,Rain,Rain Showers,Partly Cloudy,,Partly Cloudy,,10,0,0,0,0,0,,12,0,0,
2151,20/05/2020,1,0,0,0,0,0,6,8,8,11,18,13,16,20,19,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,10,0,0,
2152,21/05/2020,1,0,0,0,0,0,5,9,7,10,15,13,15,19,18,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,0,0,0,
2153,22/05/2020,0,0,0,0,0,0,6,9,13,8,13,15,11,12,17,,Rain,Rain Showers,Rain,Rain Showers,Rain,Mod Rain,9,6,11,0,0,0,,0,0,0,
2154,23/05/2020,0,0,0,0,0,0,8,8,11,10,16,13,13,14,16,,Rain,Mod Rain,Rain,Rain Showers,Rain,Rain Showers,12,6,1,0,0,0,,0,0,0,
2155,24/05/2020,0,0,0,0,0,0,8,8,12,10,13,15,13,15,17,,Rain,Rain Showers,Rain,Heavy Rain,Rain,Rain Showers,8,24,7,0,0,0,,0,0,0,
2156,25/05/2020,0,0,0,0,0,0,7,10,12,9,16,15,12,16,17,,Rain,Rain Showers,Rain,Rain Showers,Rain,Mod Rain,10,5,12,0,0,0,,0,0,0,
2157,26/05/2020,0,0,0,0,0,0,8,9,14,10,17,17,13,13,19,,Rain,Heavy Rain,Rain,Heavy Rain,Rain,Mod Rain,24,21,13,0,0,0,,0,0,0,
2158,27/05/2020,0,0,0,0,0,0,8,10,11,10,15,14,13,15,17,,Rain,Mod Rain,Rain,Rain Showers,Rain,Rain Showers,18,9,8,0,0,0,,0,0,0,
2159,28/05/2020,0,0,0,0,0,0,7,10,11,12,19,16,17,19,21,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,0,0,0,
2160,29/05/2020,0,0,0,0,0,0,8,10,14,10,19,16,18,18,22,,Rain,Heavy Rain,Partly Cloudy,,Partly Cloudy,,21,0,0,0,0,0,,0,0,0,
2161,30/05/2020,0,0,0,0,0,0,8,9,13,10,22,16,18,18,22,,Rain,Heavy Rain,Partly Cloudy,,Partly Cloudy,,23,0,0,0,0,0,,0,0,0,
2162,31/05/2020,0,0,0,0,0,0,7,9,16,9,15,17,12,14,19,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,2,2,4,0,0,0,,0,0,0,
2163,01/06/2020,0,0,0,0,0,0,7,7,14,9,18,16,17,17,22,,Rain,Rain Showers,Sunny,,Sunny,,5,0,0,0,0,0,,0,0,0,
2164,02/06/2020,0,0,0,0,0,0,6,6,16,11,19,19,16,18,23,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,0,0,0,
2165,03/06/2020,0,0,0,0,0,0,6,8,14,8,18,16,16,18,22,,Rain,Mod Rain,Partly Cloudy,,Partly Cloudy,,18,0,0,0,0,0,,0,0,0,
2166,04/06/2020,0,0,0,0,0,0,5,12,13,10,12,17,15,21,21,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
2167,05/06/2020,0,0,0,0,0,0,8,12,15,13,19,19,18,22,23,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,0,0,0,
2168,06/06/2020,0,0,0,0,0,0,9,10,15,11,14,17,14,14,19,,Rain,Rain Showers,Rain,Heavy Rain,Rain,Rain Showers,8,25,10,0,0,0,,0,0,0,
2169,07/06/2020,0,0,0,0,0,0,7,10,12,10,21,15,17,17,21,,Rain,Mod Rain,Partly Cloudy,,Partly Cloudy,,14,0,0,0,0,0,,0,0,0,
2170,08/06/2020,0,0,0,0,0,0,9,12,12,12,15,15,14,16,18,,Rain,Heavy Rain,Rain,Mod Rain,Rain,Mod Rain,22,17,18,0,0,0,,0,0,0,
2171,09/06/2020,0,0,0,0,0,0,7,8,12,10,13,15,12,14,17,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,1,1,5,0,0,0,,0,0,0,
2172,10/06/2020,0,0,0,0,0,0,8,11,12,13,21,17,18,18,22,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,0,0,0,
2173,11/06/2020,0,0,0,0,0,0,8,11,14,11,14,16,13,15,19,,Rain,Mod Rain,Rain,Mod Rain,Rain,Heavy Rain,17,11,22,0,0,0,,0,0,0,
2174,12/06/2020,0,0,0,0,0,0,8,12,15,13,21,19,18,22,23,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,0,0,0,
2175,13/06/2020,1,0,0,0,0,0,10,10,13,15,21,18,20,21,23,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,0,0,0,
2176,14/06/2020,0,0,0,0,0,0,10,14,15,15,17,20,20,23,24,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
2177,15/06/2020,0,0,0,0,0,0,10,13,16,13,16,18,15,15,21,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,2,1,3,0,0,0,,0,0,0,
2178,16/06/2020,0,0,0,0,0,0,10,13,16,13,16,18,15,15,21,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,2,1,3,0,0,0,,0,0,0,
2179,17/06/2020,0,0,0,0,0,0,7,9,10,9,13,13,12,12,16,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,2,5,1,0,0,0,,0,0,0,
2180,18/06/2020,0,0,0,0,0,0,14,18,17,19,21,22,24,33,27,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,Thunder,0,0,0,
2181,19/06/2020,0,0,0,0,0,0,10,12,14,12,16,17,15,18,19,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,2,3,3,0,0,0,,0,0,0,
2182,20/06/2020,0,0,0,0,0,0,11,18,15,16,21,20,21,26,24,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,Thunder,0,0,0,
2183,21/06/2020,0,0,0,0,0,0,13,20,20,11,14,19,8,14,17,Yes,Sunny,,Sunny,,Fog,,0,0,0,0,0,0,,0,0,0,
2184,22/06/2020,0,0,0,0,0,0,8,9,14,11,17,17,13,13,19,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,1,2,4,0,0,0,,0,0,0,
2185,23/06/2020,0,0,0,0,0,0,9,16,16,15,17,20,19,25,24,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
2186,24/06/2020,0,0,0,0,0,0,5,9,13,10,19,17,15,16,21,,Cloudy,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
2187,25/06/2020,0,0,0,0,0,0,14,14,20,19,28,24,24,27,28,,Cloudy,,Cloudy,,Cloudy,,0,0,0,0,0,0,,0,0,0,
2188,26/06/2020,1,0,0,1,0,0,10,10,13,13,18,16,15,16,19,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,2,2,5,0,0,0,,0,0,0,
2189,27/06/2020,2,1,1,2,1,1,14,16,15,19,21,21,24,30,27,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
2190,28/06/2020,1,1,0,1,1,0,14,15,16,17,22,19,19,22,22,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,5,3,1,0,0,0,,0,0,0,
2191,29/06/2020,0,0,0,0,0,0,14,21,20,12,14,19,9,16,17,Yes,Sunny,,Sunny,,Fog,,0,0,0,0,0,0,,0,0,0,
2192,30/06/2020,2,1,1,2,1,1,13,16,15,16,23,18,23,23,26,,Rain,Rain Showers,Sunny,,Sunny,,3,0,0,0,0,0,,0,0,0,
2193,01/07/2020,2,1,0,2,1,0,12,15,14,17,24,19,22,31,25,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,Thunder,0,0,0,
2194,02/07/2020,1,0,0,1,0,0,11,18,14,16,22,19,21,30,24,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,Thunder,0,0,0,
2195,03/07/2020,5,3,1,3,2,1,15,21,15,20,27,22,25,32,27,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
2196,04/07/2020,1,1,0,1,1,0,8,10,10,10,14,13,13,17,16,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,1,2,2,0,0,0,,0,0,0,
2197,05/07/2020,1,0,0,1,0,0,8,12,10,13,15,16,18,27,21,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
2198,06/07/2020,3,2,1,3,2,1,10,12,10,15,19,16,20,28,22,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
2199,07/07/2020,5,3,1,5,3,1,6,8,5,11,17,12,16,20,18,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
2200,08/07/2020,6,4,2,4,2,1,15,17,15,17,29,18,25,28,27,,Rain,Rain Showers,Sunny,,Sunny,,3,0,0,0,0,0,,0,0,0,
2201,09/07/2020,3,2,1,3,2,1,13,17,13,15,19,17,18,20,20,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,3,4,3,0,0,0,,0,0,0,
2202,10/07/2020,1,1,0,1,1,0,11,12,12,13,17,15,16,16,18,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,3,3,5,0,0,0,,0,0,0,
2203,11/07/2020,4,2,1,4,2,1,7,10,7,13,15,14,18,21,19,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
2204,12/07/2020,1,0,0,1,0,0,10,12,13,13,18,16,15,17,18,,Rain,Rain Showers,Rain,Mod Rain,Rain,Rain Showers,9,14,2,0,0,0,,0,0,0,
2205,13/07/2020,13,7,3,7,4,2,8,8,6,11,14,10,13,17,14,,Rain,Rain Showers,Rain,Mod Rain,Rain,Mod Rain,7,18,19,0,0,0,,0,0,0,
2206,14/07/2020,0,0,0,0,0,0,8,13,14,13,20,18,18,22,23,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
2207,15/07/2020,14,8,4,7,4,2,11,12,9,14,16,13,16,20,17,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,5,2,2,0,0,0,,0,0,0,
2208,16/07/2020,8,4,2,5,3,2,11,14,10,16,25,17,21,24,23,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,0,0,0,
2209,17/07/2020,7,4,2,4,3,1,5,9,3,10,17,10,15,20,16,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
2210,18/07/2020,0,0,0,0,0,0,8,10,12,13,20,17,18,18,22,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,0,0,0,
2211,19/07/2020,6,4,2,5,3,2,10,11,9,12,22,13,20,22,22,,Rain,Mod Rain,Partly Cloudy,,Partly Cloudy,,12,0,0,0,0,0,,0,0,0,
2212,20/07/2020,11,7,4,6,3,2,10,12,8,12,23,12,20,22,21,,Rain,Rain Showers,Sunny,,Sunny,,2,0,0,0,0,0,,0,0,0,
2213,21/07/2020,0,0,0,0,0,0,8,11,13,13,21,18,18,22,22,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,0,0,0,
2214,22/07/2020,1,1,0,1,1,0,10,14,11,12,20,14,20,20,22,,Rain,Rain Showers,Partly Cloudy,,Partly Cloudy,,5,0,0,0,0,0,,0,0,0,
2215,23/07/2020,4,2,1,4,2,1,10,11,11,13,19,14,15,15,17,,Rain,Mod Rain,Rain,Rain Showers,Rain,Rain Showers,20,7,10,0,0,0,,0,0,0,
2216,24/07/2020,2,1,0,2,1,0,8,12,10,11,18,13,18,19,21,,Rain,Rain Showers,Partly Cloudy,,Partly Cloudy,,3,0,0,0,0,0,,0,0,0,
2217,25/07/2020,13,8,4,12,7,4,13,13,12,16,22,16,18,22,19,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,1,1,5,0,0,0,,0,0,0,
2218,26/07/2020,9,5,3,9,5,3,8,8,7,11,22,10,18,19,20,,Rain,Rain Showers,Partly Cloudy,,Partly Cloudy,,5,0,0,0,0,0,,0,0,0,
2219,27/07/2020,6,4,2,6,4,2,4,5,2,7,9,6,9,13,10,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,2,2,3,0,0,0,,0,0,0,
2220,28/07/2020,20,14,9,9,6,3,5,5,1,7,11,5,10,10,9,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,3,2,3,0,0,0,,0,0,0,
2221,29/07/2020,22,13,6,9,5,3,9,13,6,14,21,13,19,21,20,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,0,0,0,
2222,30/07/2020,3,2,1,3,2,1,9,13,9,14,19,15,19,23,21,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
2223,31/07/2020,9,5,2,9,5,2,10,10,8,12,17,12,15,15,16,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,5,5,4,0,0,0,,0,0,0,
2224,01/08/2020,6,4,2,6,4,2,11,13,11,14,16,15,16,20,18,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,2,2,3,0,0,0,,0,0,0,
2225,02/08/2020,2,1,1,2,1,1,8,15,9,13,18,15,18,24,21,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
2226,03/08/2020,1,1,1,1,1,1,3,6,5,6,17,8,13,15,16,,Rain,Rain Showers,Sunny,,Sunny,,1,0,0,0,0,0,,0,0,0,
2227,04/08/2020,22,13,6,13,8,4,6,9,2,11,15,10,16,22,16,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
2228,05/08/2020,22,13,7,10,6,3,11,14,8,13,20,12,16,17,16,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,5,5,1,0,0,0,,0,0,0,
2229,06/08/2020,5,3,2,5,3,2,10,13,10,12,18,13,15,19,16,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,2,3,1,0,0,0,,0,0,0,
2230,07/08/2020,3,2,1,3,2,1,4,7,4,6,12,7,9,12,11,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,3,4,4,0,0,0,,0,0,0,
2231,08/08/2020,16,11,7,16,11,7,10,11,7,12,18,11,15,19,15,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,4,4,4,0,0,0,,0,0,0,
2232,09/08/2020,24,13,6,19,12,6,7,13,4,12,17,11,17,22,18,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
2233,10/08/2020,1,1,0,1,1,0,2,6,4,7,11,10,12,15,15,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
2234,11/08/2020,1,0,0,1,0,0,8,10,11,13,16,16,18,26,21,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
2235,12/08/2020,0,0,0,0,0,0,6,10,9,9,13,12,11,11,15,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,1,1,3,0,0,0,,0,0,0,
2236,13/08/2020,10,6,3,10,6,3,4,6,1,9,11,8,14,21,15,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
2237,14/08/2020,64,43,29,28,18,11,6,8,-1,11,18,7,16,21,14,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
2238,15/08/2020,34,20,10,19,12,7,5,8,-1,7,11,4,10,10,8,,Rain,Mod Rain,Rain,Heavy Rain,Rain,Mod Rain,12,22,19,0,0,0,,0,0,0,
2239,16/08/2020,19,11,5,14,9,5,9,15,7,14,19,14,19,23,20,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
2240,17/08/2020,17,10,6,13,8,5,6,8,3,11,18,10,16,18,17,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,0,0,0,
2241,18/08/2020,51,33,21,11,7,4,9,12,4,14,21,12,19,26,19,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
2242,19/08/2020,7,4,3,4,2,1,3,7,1,5,16,5,13,17,14,,Sleet,Sleet Showers,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,0,0,0,
2243,20/08/2020,6,4,2,3,1,1,4,5,2,6,18,6,14,14,15,,Rain,Rain Showers,Partly Cloudy,,Partly Cloudy,,1,0,0,0,0,0,,0,0,0,
2244,21/08/2020,0,0,0,0,0,0,6,10,10,8,18,13,16,16,20,,Rain,Rain Showers,Sunny,,Sunny,,2,0,0,0,0,0,,0,0,0,
2245,22/08/2020,0,0,0,0,0,0,5,7,11,3,10,10,0,5,8,Yes,Sunny,,Sunny,,Fog,,0,0,0,0,0,0,,0,0,0,
2246,23/08/2020,11,7,3,3,2,1,5,8,3,8,14,7,10,14,11,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,2,1,2,0,0,0,,0,0,0,
2247,24/08/2020,0,0,0,0,0,0,3,3,10,8,17,15,13,17,19,,Cloudy,,Cloudy,,Cloudy,,0,0,0,0,0,0,,0,0,0,
2248,25/08/2020,0,0,0,0,0,0,4,5,8,9,17,13,14,17,18,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,0,0,0,
2249,26/08/2020,0,0,0,0,0,0,4,7,9,9,15,14,14,16,19,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,0,0,0,
2250,27/08/2020,6,4,3,4,2,1,2,4,0,4,10,4,7,10,7,,Sleet,Sleet Showers,Rain,Mod Rain,Rain,Mod Rain,0,15,12,0,0,0,,0,0,0,
2251,28/08/2020,0,0,0,0,0,0,4,6,9,9,17,14,14,15,18,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,0,0,0,
2252,29/08/2020,0,0,0,0,0,0,3,6,9,6,15,12,13,15,18,,Rain,Mod Rain,Partly Cloudy,,Partly Cloudy,,13,0,0,0,0,0,,0,0,0,
2253,30/08/2020,2,1,1,2,1,1,1,4,1,4,6,5,6,7,9,,Sleet,Sleet Showers,Rain,Mod Rain,Rain,Mod Rain,0,16,18,0,0,0,,0,0,0,
2254,31/08/2020,12,6,3,8,5,3,1,3,-2,6,14,5,11,12,12,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,0,0,0,
2255,01/09/2020,3,2,1,3,2,1,1,4,0,4,7,4,6,9,8,,Sleet,Sleet Showers,Rain,Rain Showers,Rain,Mod Rain,0,9,19,0,0,0,,0,0,0,
2256,02/09/2020,4,2,1,4,2,1,1,3,0,6,12,7,11,12,13,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,0,0,0,
2257,03/09/2020,14,8,4,7,4,3,1,4,-3,3,12,1,11,14,11,,Sleet,Sleet Showers,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,0,0,0,
2258,04/09/2020,18,10,5,6,4,2,0,2,-5,2,12,-1,10,13,9,,Snow,Mod Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,12,0,0,,11,0,0,
2259,05/09/2020,8,5,3,3,2,1,2,4,-1,7,15,6,12,15,12,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,8,0,0,
2260,06/09/2020,0,0,0,0,0,0,1,5,4,6,11,10,11,13,15,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,6,0,0,
2261,07/09/2020,2,1,0,2,1,0,-2,1,-1,1,7,3,3,3,6,,Snow,Mod Snow,Sleet,Sleet Showers,Rain,Mod Rain,0,0,18,17,0,0,,23,0,0,
2262,08/09/2020,1,1,0,1,1,0,-1,0,1,2,4,4,4,4,7,,Snow,Mod Snow,Sleet,Sleet Showers,Rain,Mod Rain,0,0,19,20,0,0,,43,0,0,
2263,09/09/2020,8,5,4,6,4,3,1,1,-1,6,15,5,11,13,12,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,39,0,0,
2264,10/09/2020,4,3,2,4,3,2,0,3,-1,3,5,2,5,8,6,,Sleet,Sleet Showers,Sleet,Sleet Showers,Rain,Mod Rain,0,0,14,0,0,0,,39,0,0,
2265,11/09/2020,0,0,0,0,0,0,2,7,8,0,3,7,-3,0,5,Yes,Sunny,,Sunny,,Fog,,0,0,0,0,0,0,,32,0,0,
2266,12/09/2020,0,0,0,0,0,0,2,5,5,7,10,11,12,18,16,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,25,0,0,
2267,13/09/2020,10,7,5,10,7,5,2,3,-1,4,7,2,7,9,6,,Sleet,Sleet Showers,Rain,Rain Showers,Rain,Rain Showers,0,2,2,0,0,0,,16,0,0,
2268,14/09/2020,2,1,0,2,1,0,-5,-2,-5,-3,0,-1,0,1,3,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,2,2,1,,18,1,1,
2269,15/09/2020,20,12,7,18,11,6,2,6,-2,5,9,2,7,8,6,,Sleet,Sleet Showers,Rain,Rain Showers,Rain,Rain Showers,0,3,3,0,0,0,,9,0,0,
2270,16/09/2020,73,44,25,15,9,5,-1,-1,-11,4,9,-2,9,10,6,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,0,0,0,
2271,17/09/2020,5,3,2,5,3,2,-1,1,-2,2,11,1,9,10,10,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,4,0,0,,4,0,0,
2272,18/09/2020,2,1,1,2,1,1,-1,1,-1,2,8,3,4,4,6,,Snow,Snow Showers,Sleet,Sleet Showers,Rain,Rain Showers,0,0,2,5,0,0,,8,0,0,
