Date,Temp C,Feels Like C,Wind Gust kmh,Wind Speed kmh,Weather2,Blizzard?,Weather4,Snow depth cm,Thunder Chance
15/07/2019,13.49,16,0.4,0.4,Sunny,,Calm,0,55
16/07/2019,13.48,19,0.01,0.01,Sunny,,Calm,0,27
17/07/2019,12.48,14,1.69,1.69,Sunny,,Calm,0,74
18/07/2019,19.47,21,2.13,2.13,Rain,,Calm,0,
19/07/2019,12.46,16,0.17,0.17,Rain,,Calm,0,
20/07/2019,11.44,14,0.51,0.51,Sunny,,Calm,0,72
21/07/2019,19.42,21,1.64,1.64,Sunny,,Calm,0,85
22/07/2019,19.4,20,10.58,5.41,Rain,,Calm,0,
23/07/2019,15.38,15,12.9,3.94,Sunny,,Stormy,0,75
24/07/2019,19.35,21,1.53,1.53,Sunny,,Calm,0,73
25/07/2019,16.32,18,1.1,1.1,Sunny,,Calm,0,20
26/07/2019,15.29,18,0.4,0.4,Rain,,Calm,0,
27/07/2019,15.26,16,2.65,2.65,Sunny,,Calm,0,44
28/07/2019,13.22,13,8.72,8.13,Rain,,Calm,0,
29/07/2019,14.18,17,0.3,0.3,Rain,,Calm,0,
30/07/2019,16.13,17,4.16,4.16,Rain,,Calm,0,
31/07/2019,12.09,11,10.39,8.54,Rain,,Calm,0,
01/08/2019,16.04,16,7.24,7.24,Sunny,,Calm,0,90
02/08/2019,14.99,15,8.51,6.74,Rain,,Calm,0,
03/08/2019,14.93,14,17.58,5.66,Rain,,Stormy,0,
04/08/2019,19.87,21,7.27,3.95,Sunny,,Calm,0,53
05/08/2019,13.81,14,7.03,3.67,Sunny,,Calm,0,78
06/08/2019,11.75,13,1.75,1.75,Rain,,Calm,0,
07/08/2019,10.68,11,4.08,3.11,Rain,,Calm,0,
08/08/2019,13.61,16,0.99,0.99,Rain,,Calm,0,
09/08/2019,14.54,17,0.91,0.91,Sunny,,Calm,0,99
10/08/2019,13.46,14,5.59,3.97,Sunny,,Calm,0,81
11/08/2019,13.39,14,5.34,4.7,Rain,,Calm,0,
12/08/2019,16.3,17,4.86,4.03,Rain,,Calm,0,
13/08/2019,18.22,22,0.01,0.01,Sunny,,Calm,0,96
14/08/2019,19.13,20,6.17,4.1,Rain,,Calm,0,
15/08/2019,12.05,12,5.65,5.24,Rain,,Calm,0,
16/08/2019,16.95,20,0.18,0.18,Sunny,,Calm,0,6
17/08/2019,12.86,12,10.69,6.67,Sunny,,Calm,0,72
18/08/2019,11.76,14,0.68,0.68,Rain,,Calm,0,
19/08/2019,10.66,12,1.89,1.89,Rain,,Calm,0,
20/08/2019,12.56,13,3.42,3.42,Rain,,Calm,0,
21/08/2019,15.45,15,14.16,10.17,Rain,,Calm,0,
22/08/2019,11.34,10,13.49,9.73,Rain,,Calm,0,
23/08/2019,15.23,16,2.38,2.38,Rain,,Calm,0,
24/08/2019,11.12,10,10.78,8.23,Rain,,Calm,0,
25/08/2019,17,18,2.35,2.35,Rain,,Calm,0,
26/08/2019,12.88,15,0.69,0.69,Rain,,Calm,0,
27/08/2019,10.76,8,27.37,7.88,Sunny,,Stormy,0,13
28/08/2019,13.64,13,11.08,4.03,Rain,,Stormy,0,
29/08/2019,11.51,13,1.71,1.71,Sunny,,Calm,0,25
30/08/2019,7.38,7,3.67,3.67,Rain,,Calm,0,
31/08/2019,7.25,6,7.17,3.47,Sunny,,Stormy,0,
01/09/2019,13.12,14,2.04,2.04,Sunny,,Calm,0,59
02/09/2019,6.98,8,2.12,2.12,Rain,,Calm,0,
03/09/2019,10.84,14,0.4,0.4,Rain,,Calm,0,
04/09/2019,12.7,12,6.39,6.39,Rain,,Calm,0,
05/09/2019,11.55,12,4.81,4.81,Rain,,Calm,0,
06/09/2019,8.41,10,1.37,1.37,Rain,,Calm,0,
07/09/2019,9.26,6,21.9,14.02,Sunny,,Calm,0,
08/09/2019,9.11,6,25.6,13,Rain,,Calm,0,
09/09/2019,4.96,3,7.01,7.01,Sunny,,Calm,0,
10/09/2019,9.85,9,8.04,8.04,Sunny,,Calm,0,
11/09/2019,10.74,11,3.55,3.55,Rain,,Calm,0,
12/09/2019,9.63,7,23.35,18.52,Rain,,Calm,0,
13/09/2019,8.52,7,8.67,8.67,Rain,,Calm,0,
14/09/2019,10.41,8,14.77,14.77,Rain,,Calm,0,
15/09/2019,8.29,7,6.59,6.59,Rain,,Calm,0,
16/09/2019,8.18,4,30.36,26.93,Rain,,Calm,0,
17/09/2019,6.06,1,38.03,35.58,Sunny,,Calm,0,
18/09/2019,5.93,4,7.86,7.86,Rain,,Calm,0,
19/09/2019,8.81,8,8.26,8.26,Sunny,,Calm,0,
20/09/2019,8.69,7,12.05,12.05,Rain,,Calm,0,
21/09/2019,5.56,8,0.53,0.53,Sunny,,Calm,0,
22/09/2019,7.43,0,91.44,63.79,Rain,,Windy,0,
23/09/2019,10.3,5,90.85,54.64,Rain,,Windy,0,
24/09/2019,6.17,-2,94.98,47.49,Sunny,,Windy,0,
25/09/2019,10.03,6,40.01,34.19,Rain,,Calm,0,
26/09/2019,3.9,-1,30.33,28.62,Sunny,,Calm,0,
27/09/2019,7.76,4,31.89,25.42,Sunny,,Calm,0,
28/09/2019,3.62,-4,66.99,22.51,Sunny,,Stormy,0,
29/09/2019,1.48,-4,27.43,12.94,Sleet,,Stormy,0,
30/09/2019,8.34,4,40.83,9.91,Rain,,Stormy,0,
01/10/2019,0.2,1,1.85,1.85,Sleet,,Calm,0,
02/10/2019,7.05,9,1.03,1.03,Sunny,,Calm,0,
03/10/2019,4.91,3,7.94,7.94,Rain,,Calm,0,
04/10/2019,0.76,-3,11.48,11.48,Sleet,,Calm,0,
05/10/2019,-1.39,7,0,0,Sunny,,Calm,0,
06/10/2019,7.46,6,6.2,6.2,Sunny,,Calm,0,
07/10/2019,-2.69,-4,3.57,3.57,Snow,,Calm,2.714301967,
08/10/2019,-2.84,-12,50.55,26.66,Snow,,Calm,3.670185375,
09/10/2019,5.01,3,10.74,10.74,Sunny,,Calm,1.810834386,
10/10/2019,-3.15,-15,98.74,18.41,Snow,Blizzard,Stormy,0,
11/10/2019,5.7,3,13.9,4.39,Rain,,Stormy,0,
12/10/2019,-0.46,-4,12.44,3.55,Snow,Blizzard,Stormy,3.004903609,
13/10/2019,-2.62,2,0.18,0.18,Snow,,Calm,4.990809632,
14/10/2019,-2.77,4,0.05,0.05,Sunny,,Calm,0,
15/10/2019,2.07,5,0.36,0.36,Sleet,,Calm,0,
16/10/2019,-0.09,-1,3.2,3.2,Sunny,,Calm,0,
17/10/2019,2.75,5,0.64,0.64,Sleet,,Calm,0,
18/10/2019,-1.41,-4,7.99,7.99,Sunny,,Calm,0,
19/10/2019,-0.57,-2,4.89,4.89,Snow,,Calm,2.608990972,
20/10/2019,-5.73,-10,8.27,8.27,Snow,,Calm,3.947509731,
21/10/2019,-2.89,-12,46.3,31.62,Sunny,,Calm,0,
22/10/2019,-2.05,-11,57.58,28.71,Snow,Blizzard,Stormy,6.393397323,
23/10/2019,-3.22,-13,56.15,22.93,Sunny,,Stormy,0,
24/10/2019,-3.38,-5,4.25,4.25,Sunny,,Calm,0,
25/10/2019,-4.54,-9,9.73,9.73,Snow,,Calm,14.22121201,
26/10/2019,-2.71,-11,38.59,19.04,Snow,Blizzard,Stormy,14.13365438,
27/10/2019,-6.87,-11,8.73,8.73,Snow,,Calm,14.43505494,
28/10/2019,-9.03,-18,25.92,25.92,Snow,,Calm,15.36158246,
29/10/2019,-4.2,-10,17.11,17.11,Sunny,,Calm,6.992417167,
30/10/2019,-6.36,-14,24.19,24.19,Snow,,Calm,18.05683012,
31/10/2019,-5.52,-5,1.55,1.55,Sunny,,Calm,14.93287313,
01/11/2019,-7.69,-14,17.18,17.18,Snow,,Calm,22.55820092,
02/11/2019,-10.85,-26,86.21,41.79,Sunny,,Stormy,12.66145947,
03/11/2019,-7.01,-21,100.22,29.5,Snow,Blizzard,Stormy,29.64416586,
04/11/2019,-11.18,-17,12.13,12.13,Sunny,,Calm,18.6737656,
05/11/2019,-9.34,-10,2.82,2.82,Sunny,,Calm,9.448542734,
06/11/2019,-11.5,-26,76.41,27.49,Snow,Blizzard,Stormy,4.336095668,
07/11/2019,-8.66,-15,14.38,14.38,Snow,,Calm,24.18555516,
08/11/2019,-7.83,-4,0.35,0.35,Sunny,,Calm,23.15739971,
09/11/2019,-6.99,-2,0.21,0.21,Snow,,Calm,32.14052817,
10/11/2019,-7.15,-19,68.67,51.12,Snow,,Windy,38.64716849,
11/11/2019,-12.31,-22,27.03,27.03,Sunny,,Calm,33.48478081,
12/11/2019,-9.47,-13,5.36,5.36,Sunny,,Calm,25.05631616,
13/11/2019,-7.63,-15,18.72,18.72,Sunny,,Calm,17.55903412,
14/11/2019,-8.78,-22,80.87,68.27,Snow,,Windy,13.08931749,
15/11/2019,-10.94,-28,134.51,65.05,Snow,Blizzard,Stormy,14.32854781,
16/11/2019,-6.1,-13,22.67,22.67,Snow,,Calm,13.51507416,
17/11/2019,-7.25,-16,32.58,32.58,Snow,,Calm,13.90846645,
18/11/2019,-8.41,-10,3.65,3.65,Snow,,Calm,15.61640107,
19/11/2019,-14.56,-29,58.05,58.05,Snow,,Windy,15.97273735,
20/11/2019,-15.72,-36,145.59,68.98,Sunny,,Stormy,3.325662834,
21/11/2019,-8.87,-21,58.28,50.47,Snow,,Windy,0.662897985,
22/11/2019,-9.02,-13,8.41,8.41,Snow,,Calm,2.989896144,
23/11/2019,-11.17,-27,109.05,54.73,Sunny,,Windy,0,
24/11/2019,-13.32,-29,78.75,39.84,Snow,,Calm,0,
25/11/2019,-11.46,-22,36.56,36.56,Snow,,Calm,0,
26/11/2019,-10.61,-22,46.23,41.49,Snow,,Windy,0,
27/11/2019,-9.75,-17,16.02,16.02,Sunny,,Calm,0,
28/11/2019,-10.9,-24,56.55,36.52,Sunny,,Calm,0,
29/11/2019,-13.04,-25,39.92,28.51,Snow,,Calm,5.806441238,
30/11/2019,-11.18,-14,4.85,4.85,Sunny,,Calm,0.418593404,
01/12/2019,-14.32,-32,107.5,53.63,Snow,Blizzard,Stormy,0,
02/12/2019,-15.45,-25,19.34,19.34,Snow,,Calm,9.452828287,
03/12/2019,-16.59,-27,25.66,25.66,Snow,,Calm,21.40028039,
04/12/2019,-14.72,-15,1.82,1.82,Sunny,,Calm,14.2545087,
05/12/2019,-15.85,-13,0.5,0.5,Snow,,Calm,26.21474543,
06/12/2019,-14.98,-32,91.2,45.89,Snow,,Windy,27.9186004,
07/12/2019,-18.11,-39,129.42,36.1,Sunny,,Stormy,14.56487416,
08/12/2019,-16.24,-25,18.31,18.31,Sunny,,Calm,5.099805763,
09/12/2019,-19.37,-34,45.44,34.43,Snow,,Calm,18.46485481,
10/12/2019,-20.49,-19,0.94,0.94,Snow,,Calm,19.38988233,
11/12/2019,-16.61,-26,21.22,21.22,Sunny,,Calm,13.69228388,
12/12/2019,-17.73,-26,14.67,14.67,Snow,,Calm,26.51874036,
13/12/2019,-17.85,-28,22.68,22.68,Snow,,Calm,45.70399446,
14/12/2019,-19.96,-36,54.36,54.36,Snow,,Windy,58.35558296,
15/12/2019,-18.08,-36,81.71,51.48,Snow,,Windy,76.81859923,
16/12/2019,-19.19,-24,5.89,5.89,Snow,,Calm,81.34724494,
17/12/2019,-19.3,-35,55.37,41.78,Snow,,Windy,99.91733577,
18/12/2019,-19.4,-34,47.88,33.92,Sunny,,Calm,91.08655927,
19/12/2019,-20.51,-32,24.09,24.09,Snow,,Calm,110.1595527,
20/12/2019,-21.61,-44,139.6,35.16,Snow,Blizzard,Stormy,120.9917606,
21/12/2019,-21.71,-27,5.79,5.79,Sunny,,Calm,118.5285463,
22/12/2019,-18.81,-27,13.82,13.82,Sunny,,Calm,116.4227771,
23/12/2019,-18.9,-24,5.93,5.93,Snow,,Calm,136.9485653,
24/12/2019,-22,-18,0.35,0.35,Snow,,Calm,145.9203224,
25/12/2019,-23.09,-29,6.82,6.82,Sunny,,Calm,136.3746008,
26/12/2019,-22.18,-41,73.77,53.31,Sunny,,Windy,121.4726596,
27/12/2019,-23.26,-41,64.38,44.57,Snow,,Windy,120.3221266,
28/12/2019,-21.35,-43,119.6,40.15,Snow,Blizzard,Stormy,118.7544364,
29/12/2019,-24.43,-21,0.57,0.57,Snow,,Calm,123.708659,
30/12/2019,-26.51,-44,45.02,31.01,Snow,,Calm,125.1069549,
31/12/2019,-24.58,-37,23.58,23.58,Snow,,Calm,124.2208622,
01/01/2020,-24.74,-41,46.26,30.45,Snow,,Calm,125.5196773,
02/01/2020,-21.8,-30,12.61,12.61,Sunny,,Calm,119.510841,
03/01/2020,-21.87,-36,33.43,29.88,Sunny,,Calm,113.836081,
04/01/2020,-20.93,-37,54.32,25.14,Sunny,,Stormy,102.4904509,
05/01/2020,-23.99,-25,1.81,1.81,Sunny,,Calm,97.34565361,
06/01/2020,-24.05,-43,64.57,28.91,Sunny,,Stormy,84.17970074,
07/01/2020,-25.11,-18,0.13,0.13,Sunny,,Calm,75.16917128,
08/01/2020,-26.16,-39,24.32,21.46,Sunny,,Calm,65.22384323,
09/01/2020,-25.21,-39,30.56,18,Sunny,,Calm,59.77930279,
10/01/2020,-23.25,-18,0.29,0.29,Snow,,Calm,79.75587458,
11/01/2020,-25.3,-41,39.26,20.39,Snow,,Calm,90.61535804,
12/01/2020,-24.34,-40,43.25,21.6,Snow,Blizzard,Stormy,99.15512143,
13/01/2020,-24.38,-13,0.02,0.02,Sunny,,Calm,89.15349339,
14/01/2020,-25.41,-35,12.52,12.52,Snow,,Calm,93.15222858,
15/01/2020,-22.44,-15,0.1,0.1,Sunny,,Calm,92.14385987,
16/01/2020,-25.47,-32,6.38,6.38,Sunny,,Calm,90.63325087,
17/01/2020,-24.5,-40,41.21,21,Sunny,,Calm,81.33661458,
18/01/2020,-22.53,-39,47.75,18.46,Snow,Blizzard,Stormy,83.5166932,
19/01/2020,-24.55,-23,1.03,1.03,Snow,,Calm,102.4341416,
20/01/2020,-23.57,-30,7.91,7.91,Snow,,Calm,120.8011439,
21/01/2020,-23.58,-28,4.53,4.53,Sunny,,Calm,114.438372,
22/01/2020,-22.59,-36,29.38,29.38,Snow,,Calm,122.0882769,
23/01/2020,-23.6,-34,15.18,15.18,Snow,,Calm,139.8736247,
24/01/2020,-24.61,-37,23.46,23.46,Sunny,,Calm,136.9971444,
25/01/2020,-23.61,-10,0,0,Cloudy,,Foggy,136.9969117,
26/01/2020,-22.61,-31,10.74,10.74,Snow,,Calm,142.1379293,
27/01/2020,-20.61,-36,47.81,30.44,Snow,,Calm,139.3131145,
28/01/2020,-23.61,-45,99.03,23.74,Snow,Blizzard,Stormy,153.3908381,
29/01/2020,-22.6,-30,9.38,9.38,Sunny,,Calm,150.640059,
30/01/2020,-23.59,-30,7.55,7.55,Sunny,,Calm,148.0362518,
31/01/2020,-24.57,-11,0.01,0.01,Cloudy,,Foggy,148.035813,
01/02/2020,-24.56,-33,10.12,10.12,Sunny,,Calm,137.2263455,
02/02/2020,-28.54,-45,39.16,24.69,Sunny,,Calm,129.0936783,
03/02/2020,-23.52,-22,0.92,0.92,Snow,,Calm,132.0201902,
04/02/2020,-19.49,-26,8.18,8.18,Snow,,Calm,132.366004,
05/02/2020,-25.46,-37,19.74,19.74,Snow,,Calm,134.7869279,
06/02/2020,-25.43,-41,39.39,26.41,Snow,,Calm,137.6360233,
07/02/2020,-21.4,-32,20.46,20.46,Snow,,Calm,140.9994089,
08/02/2020,-27.36,-45,45.03,34.41,Snow,,Calm,142.3972374,
09/02/2020,-21.32,-36,41.4,28.35,Snow,,Calm,143.0848536,
10/02/2020,-28.28,-40,16.83,16.83,Snow,,Calm,142.7387097,
11/02/2020,-23.23,-34,19.43,19.43,Sunny,,Calm,135.1846919,
12/02/2020,-21.18,-23,2.35,2.35,Sunny,,Calm,132.9965585,
13/02/2020,-27.13,-51,108.17,37.53,Snow,Blizzard,Stormy,129.3426121,
14/02/2020,-22.08,-28,7.65,7.65,Snow,,Calm,132.730303,
15/02/2020,-23.02,-25,2.6,2.6,Sunny,,Calm,131.5225491,
16/02/2020,-18.96,-32,33.64,25.28,Snow,,Calm,133.8310736,
17/02/2020,-26.9,-43,37.89,24.92,Snow,,Calm,135.80018,
18/02/2020,-18.84,-29,19.32,19.32,Sunny,,Calm,126.2543336,
19/02/2020,-19.77,-35,53.47,34.31,Snow,,Calm,123.9770369,
20/02/2020,-24.7,-38,28.56,28.56,Sunny,,Calm,115.6923428,
21/02/2020,-18.62,-15,0.49,0.49,Snow,,Calm,118.6529403,
22/02/2020,-27.55,-31,3.58,3.58,Snow,,Calm,123.3667281,
23/02/2020,-24.47,-39,31.14,31.14,Sunny,,Calm,117.8754559,
24/02/2020,-21.39,-42,98.18,36.29,Snow,Blizzard,Stormy,122.0206656,
25/02/2020,-21.31,-33,24.77,24.77,Snow,,Calm,124.0387365,
26/02/2020,-26.22,-42,40.15,22.29,Snow,,Calm,124.8265872,
27/02/2020,-22.13,-38,44.84,21.44,Snow,Blizzard,Stormy,144.2394899,
28/02/2020,-24.04,-20,0.4,0.4,Sunny,,Calm,134.2076812,
01/03/2020,-16.95,-30,41.51,19.94,Snow,Blizzard,Stormy,135.8865506,
02/03/2020,-20.85,-24,4.14,4.14,Snow,,Calm,139.5556776,
03/03/2020,-21.75,-33,19.4,19.4,Snow,,Calm,140.0037739,
04/03/2020,-21.65,-27,5.56,5.56,Snow,,Calm,149.5586858,
05/03/2020,-20.55,-34,34.21,19.99,Snow,,Calm,158.8217921,
06/03/2020,-22.44,-35,27.21,16.18,Sunny,,Calm,154.6446261,
07/03/2020,-18.33,-24,7.53,7.53,Snow,,Calm,163.0424522,
08/03/2020,-22.22,-25,3.06,3.06,Snow,,Calm,166.7973808,
09/03/2020,-17.11,-31,45.1,20.05,Snow,Blizzard,Stormy,168.189709,
10/03/2020,-20.99,-17,0.49,0.49,Snow,,Calm,181.1508686,
11/03/2020,-20.88,-32,22.33,19.7,Snow,,Calm,199.3645566,
12/03/2020,-19.76,-26,7.52,7.52,Snow,,Calm,200.7627438,
13/03/2020,-20.63,-37,52.24,19.59,Sunny,,Stormy,195.5833991,
14/03/2020,-18.51,-18,1.29,1.29,Snow,,Calm,206.4800846,
15/03/2020,-18.39,-26,11.39,11.39,Sunny,,Calm,203.5687712,
16/03/2020,-17.26,-19,2.99,2.99,Sunny,,Calm,196.3295108,
17/03/2020,-17.13,-30,40.16,13.19,Snow,Blizzard,Stormy,209.1164242,
18/03/2020,-19,-23,5,5,Snow,,Calm,212.7162506,
19/03/2020,-21.86,-34,24.06,9.69,Snow,Blizzard,Stormy,215.7911683,
20/03/2020,-18.73,-18,1.12,1.12,Sunny,,Calm,212.7015369,
21/03/2020,-13.59,-18,6.01,6.01,Snow,,Calm,215.22066,
22/03/2020,-19.45,-28,12.74,6.22,Sunny,,Stormy,210.2018434,
23/03/2020,-15.31,-17,3.22,3.22,Sunny,,Calm,207.9443061,
24/03/2020,-18.17,-18,1.35,1.35,Snow,,Calm,212.8366459,
25/03/2020,-11.02,-19,19.34,9.89,Snow,,Calm,213.2893253,
26/03/2020,-11.87,-8,0.44,0.44,Snow,,Calm,214.2544908,
27/03/2020,-19.73,-19,1.1,1.1,Snow,,Calm,217.1666311,
28/03/2020,-11.58,-15,5.38,5.38,Snow,,Calm,219.7360251,
29/03/2020,-12.43,-6,0.13,0.13,Snow,,Calm,224.7259477,
30/03/2020,-17.27,-26,14.7,14.7,Snow,,Calm,228.5498707,
31/03/2020,-18.12,-30,28.13,16.43,Snow,,Calm,231.2998211,
01/04/2020,-12.97,-3,0.01,0.01,Sunny,,Calm,225.2991049,
02/04/2020,-14.71,-27,39.29,14.65,Sunny,,Stormy,219.1555438,
03/04/2020,-9.45,-19,32.92,9.4,Snow,Blizzard,Stormy,217.5223014,
04/04/2020,-14.19,-16,3.33,3.33,Snow,,Calm,238.2562222,
05/04/2020,-10.93,-12,2.57,2.57,Snow,,Calm,244.0504206,
06/04/2020,-12.67,-18,8.74,4.88,Sunny,,Calm,238.3512914,
07/04/2020,-9.41,-16,15.68,4.52,Snow,Blizzard,Stormy,259.0965952,
08/04/2020,-12.14,-2,0.01,0.01,Sunny,,Calm,256.0961001,
09/04/2020,-10.88,-12,2.56,2.56,Sunny,,Calm,252.89145,
10/04/2020,-10.61,-5,0.16,0.16,Sunny,,Calm,251.8786199,
11/04/2020,-11.35,-9,0.82,0.82,Snow,,Calm,266.8133185,
12/04/2020,-11.08,-15,6.21,5.48,Sunny,,Calm,263.3161796,
13/04/2020,-9.81,-13,6.19,4.77,Sunny,,Calm,256.8211553,
14/04/2020,-9.54,-5,0.29,0.29,Snow,,Calm,277.7978725,
15/04/2020,-6.27,-9,4.71,4.71,Snow,,Calm,283.421218,
16/04/2020,-7,-8,3.39,3.39,Snow,,Calm,308.1502087,
17/04/2020,-7.73,-13,11.9,5.73,Snow,Blizzard,Stormy,309.1983508,
18/04/2020,-8.46,-12,5.67,4.25,Sunny,,Calm,304.7444518,
19/04/2020,-4.19,-3,1.22,1.22,Sunny,,Calm,298.6467468,
20/04/2020,-4.91,-9,8.26,5.5,Snow,,Calm,321.9856603,
21/04/2020,-3.64,0,0.47,0.47,Sunny,,Calm,318.9482555,
22/04/2020,-7.37,-5,0.88,0.88,Snow,,Calm,321.8778021,
23/04/2020,-5.09,-10,11.71,5.52,Snow,Blizzard,Stormy,325.9413371,
24/04/2020,-3.82,-3,1.57,1.57,Snow,,Calm,330.8158528,
25/04/2020,-3.54,-6,5.64,4.53,Snow,,Calm,338.3650455,
26/04/2020,-4.27,-8,9.95,3.77,Sunny,,Stormy,330.5687758,
27/04/2020,-1,0,1.84,1.84,Sunny,,Calm,329.4215,
28/04/2020,-2.72,-6,7.9,4.22,Snow,,Calm,333.7897465,
29/04/2020,-0.45,7,0.01,0.01,Cloudy,,Foggy,333.7889608,
30/04/2020,-2.17,-3,3.83,3.83,Snow,,Calm,353.4824417,
01/05/2020,2.1,2,2.55,2.55,Sleet,,Calm,351.1740104,
02/05/2020,0.38,4,0.29,0.29,Sleet,,Calm,350.3931504,
03/05/2020,0.65,1,1.65,1.65,Sleet,,Calm,348.9542849,
04/05/2020,-3.07,-8,13.3,5.77,Snow,Blizzard,Stormy,351.8905866,
05/05/2020,4.2,8,0.3,0.3,Rain,,Calm,343.4631985,
06/05/2020,0.48,-3,12.88,5.67,Sleet,,Stormy,341.9575752,
07/05/2020,2.75,-1,12.84,4.84,Sleet,,Stormy,338.181267,
08/05/2020,6.02,10,0.12,0.12,Rain,,Calm,326.1281164,
09/05/2020,-1.71,4,0.06,0.06,Snow,,Calm,331.1231566,
10/05/2020,-0.43,2,0.86,0.86,Snow,,Calm,333.0540334,
11/05/2020,5.84,7,1.57,1.57,Rain,,Calm,327.0910309,
12/05/2020,2.11,-1,11.33,5.02,Sunny,,Stormy,317.1845211,
13/05/2020,7.38,6,7.09,3.4,Rain,,Stormy,301.8610225,
14/05/2020,0.65,2,1.5,1.5,Sleet,,Calm,301.0939778,
15/05/2020,9.92,9,9.8,3.63,Rain,,Stormy,290.3942659,
16/05/2020,6.18,8,1.42,1.42,Sunny,,Calm,282.2803207,
17/05/2020,3.45,6,0.83,0.83,Rain,,Calm,278.763098,
18/05/2020,8.72,9,3.13,3.13,Rain,,Calm,269.7959638,
19/05/2020,5.98,12,0.04,0.04,Sunny,,Calm,266.7929443,
20/05/2020,10.25,11,2.6,2.6,Rain,,Calm,256.3397916,
21/05/2020,9.51,9,7.55,3.33,Rain,,Stormy,236.7198294,
22/05/2020,6.67,6,4.73,2.25,Rain,,Stormy,229.671856,
23/05/2020,12.83,13,4.19,1.58,Rain,,Stormy,216.5062089,
24/05/2020,8.99,17,0,0,Cloudy,,Foggy,210.5061884,
25/05/2020,9.15,9,3.69,1.04,Rain,,Stormy,191.9149507,
26/05/2020,8.3,9,2.83,0.51,Rain,,Stormy,175.078593,
27/05/2020,10.46,14,0.33,0.13,Sunny,,Stormy,170.052022,73
28/05/2020,13.61,20,0,0,Sunny,,Calm,166.0519971,14
29/05/2020,8.77,14,0.02,0.02,Rain,,Calm,157.2834551,
30/05/2020,5.92,10,0.21,0.19,Rain,,Calm,145.4301993,
31/05/2020,14.07,17,0.18,0.18,Rain,,Calm,117.2798802,
01/06/2020,14.22,21,0,0,Sunny,,Calm,110.2798694,16
02/06/2020,7.31,11,0.2,0.2,Rain,,Calm,102.9510439,
03/06/2020,10.41,16,0.02,0.02,Rain,,Calm,82.13508864,
04/06/2020,16.5,21,0.01,0.01,Rain,,Calm,49.13370684,
05/06/2020,13.59,16,0.69,0.42,Rain,,Calm,21.89496766,
06/06/2020,12.68,15,0.62,0.36,Rain,,Calm,9.164286238,
07/06/2020,9.77,12,0.7,0.29,Rain,,Stormy,0,
08/06/2020,13.86,17,0.37,0.2,Rain,,Calm,0,
09/06/2020,11.94,18,0.01,0.01,Rain,,Calm,0,
10/06/2020,12.02,15,0.34,0.14,Sunny,,Stormy,0,15
11/06/2020,12.1,15,0.22,0.1,Rain,,Stormy,0,
12/06/2020,14.18,17,0.26,0.06,Sunny,,Stormy,0,16
13/06/2020,14.26,18,0.13,0.03,Rain,,Stormy,0,
14/06/2020,14.33,18,0.05,0.01,Rain,,Stormy,0,
15/06/2020,15.4,21,0,0,Sunny,,Calm,0,30
16/06/2020,16.47,22,0,0,Sunny,,Calm,0,86
17/06/2020,13.54,20,0,0,Rain,,Calm,0,
18/06/2020,15.6,22,0,0,Rain,,Calm,0,
19/06/2020,14.67,19,0.01,0.01,Sunny,,Calm,0,89
20/06/2020,12.73,18,0.01,0.01,Sunny,,Calm,0,54
21/06/2020,15.79,20,0.03,0.03,Rain,,Calm,0,
22/06/2020,13.84,18,0.03,0.03,Sunny,,Calm,0,27
23/06/2020,15.89,20,0.04,0.04,Rain,,Calm,0,
24/06/2020,16.95,21,0.02,0.02,Rain,,Calm,0,
25/06/2020,15.99,21,0.01,0.01,Rain,,Calm,0,
26/06/2020,18.04,22,0.03,0.03,Rain,,Calm,0,
27/06/2020,15.08,19,0.07,0.07,Rain,,Calm,0,
28/06/2020,16.13,20,0.14,0.07,Rain,,Stormy,0,
29/06/2020,14.16,18,0.06,0.03,Rain,,Calm,0,
30/06/2020,17.2,22,0,0,Rain,,Calm,0,
01/07/2020,18.24,22,0.01,0.01,Rain,,Calm,0,
02/07/2020,17.28,21,0.09,0.09,Rain,,Calm,0,
03/07/2020,20.31,24,0.03,0.03,Sunny,,Calm,0,70
04/07/2020,24.33,27,1.07,0.56,Sunny,,Calm,0,74
05/07/2020,26.36,29,1.17,0.62,Rain,,Calm,0,
06/07/2020,25.38,28,0.18,0.18,Rain,,Calm,0,
07/07/2020,24.4,27,0.06,0.06,Rain,,Calm,0,
08/07/2020,24.41,27,0.56,0.56,Rain,,Calm,0,
09/07/2020,25.43,28,0.44,0.44,Rain,,Calm,0,
10/07/2020,17.44,20,0.44,0.44,Rain,,Calm,0,
11/07/2020,20.44,22,1.52,1.52,Sunny,,Calm,0,26
12/07/2020,23.45,26,0.27,0.27,Sunny,,Calm,0,92
13/07/2020,23.45,25,6.1,1.83,Rain,,Stormy,0,
14/07/2020,19.45,21,3.04,1.07,Rain,,Stormy,0,
15/07/2020,19.45,22,0.16,0.16,Rain,,Calm,0,
16/07/2020,20.44,22,1.76,0.83,Rain,,Stormy,0,
17/07/2020,23.43,26,1,0.64,Rain,,Calm,0,
18/07/2020,25.42,28,0.15,0.15,Rain,,Calm,0,
19/07/2020,18.41,21,0.6,0.6,Rain,,Calm,0,
20/07/2020,24.39,27,0.77,0.77,Sunny,,Calm,0,28
21/07/2020,17.37,21,0.07,0.07,Rain,,Calm,0,
22/07/2020,22.34,24,1.47,1.47,Rain,,Calm,0,
